"X.1","X","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
1250,"PRKCH",2.21698126783017e-14,0.518828355192834,0.08,0.061,7.25795327462243e-10,"CD8+ Cytotoxic T","PRKCH"
1251,"IL5RA",2.22891667786527e-14,2.7556207143836,0.003,0,7.29702741999533e-10,"CD8+ Cytotoxic T","IL5RA"
1252,"AL928768.3",2.23806374958236e-14,-4.36311872561484,0.001,0.007,7.32697310338272e-10,"CD8+ Cytotoxic T","AL928768.3"
1253,"LTA",2.313088437507e-14,-0.849113311100621,0.015,0.027,7.57258892671042e-10,"CD8+ Cytotoxic T","LTA"
1254,"HIST1H2BK",2.61293643305904e-14,-0.810042284639587,0.019,0.033,8.5542312945487e-10,"CD8+ Cytotoxic T","HIST1H2BK"
1255,"RNPEPL1",2.64543000730568e-14,0.534387498360298,0.062,0.046,8.66060875791733e-10,"CD8+ Cytotoxic T","RNPEPL1"
1256,"SMAD7",2.71308028188592e-14,1.51298877091028,0.008,0.003,8.88208222683813e-10,"CD8+ Cytotoxic T","SMAD7"
1257,"ITGB1",2.72068957704425e-14,0.802023682261489,0.046,0.032,8.90699353732748e-10,"CD8+ Cytotoxic T","ITGB1"
1258,"AC131056.3",3.02836818110358e-14,2.7845575550999,0.002,0,9.91427175129691e-10,"CD8+ Cytotoxic T","AC131056.3"
1259,"TRMT1",3.45059295601641e-14,-0.660076059053243,0.024,0.039,1.12965512194065e-09,"CD8+ Cytotoxic T","TRMT1"
1260,"GLIPR1",3.53226092673595e-14,0.499314339952301,0.1,0.08,1.15639158219482e-09,"CD8+ Cytotoxic T","GLIPR1"
1261,"ENTPD1",3.56214934372266e-14,-3.28432190411232,0.001,0.008,1.16617645214793e-09,"CD8+ Cytotoxic T","ENTPD1"
1262,"HAUS4",3.62962004013651e-14,-0.932907920653196,0.01,0.021,1.18826500873989e-09,"CD8+ Cytotoxic T","HAUS4"
1263,"SPSB3",3.75136689405361e-14,0.43345036402841,0.132,0.11,1.22812249377527e-09,"CD8+ Cytotoxic T","SPSB3"
1264,"TSC22D4",3.76934600191962e-14,0.31721387799921,0.206,0.183,1.23400849410845e-09,"CD8+ Cytotoxic T","TSC22D4"
1265,"TNFRSF13B",3.77942918936786e-14,-3.55513170643956,0.001,0.006,1.23730952801525e-09,"CD8+ Cytotoxic T","TNFRSF13B"
1266,"FCRL1",3.8372024983627e-14,-3.27561940395751,0.001,0.007,1.25622335391398e-09,"CD8+ Cytotoxic T","FCRL1"
1268,"PDLIM2",3.92783762541151e-14,0.400067103821135,0.147,0.124,1.28589548180722e-09,"CD8+ Cytotoxic T","PDLIM2"
1270,"RP11-277L2.3",4.13681204022672e-14,-0.792258660268308,0.015,0.028,1.35430952572942e-09,"CD8+ Cytotoxic T","RP11-277L2.3"
1271,"SBK1",4.56343027690566e-14,1.14298853020139,0.012,0.006,1.49397580405337e-09,"CD8+ Cytotoxic T","SBK1"
1272,"BUB3",4.61629142587676e-14,0.3941329301559,0.181,0.159,1.51128148700353e-09,"CD8+ Cytotoxic T","BUB3"
1274,"CD96",5.73209778849187e-14,0.58317018605222,0.065,0.048,1.87657417399647e-09,"CD8+ Cytotoxic T","CD96"
1275,"GPR27",5.83223021176897e-14,3.73849347876765,0.002,0,1.90935552672893e-09,"CD8+ Cytotoxic T","GPR27"
1276,"MTERFD2",5.9088062014896e-14,-0.398402515769964,0.038,0.056,1.93442497424367e-09,"CD8+ Cytotoxic T","MTERFD2"
1277,"SLC7A6",5.93909757975978e-14,-0.918220638724122,0.011,0.022,1.94434176566176e-09,"CD8+ Cytotoxic T","SLC7A6"
1278,"MVB12B",6.31078235095704e-14,1.56344732271674,0.006,0.002,2.06602392605632e-09,"CD8+ Cytotoxic T","MVB12B"
1279,"SP110",6.40234089194445e-14,-0.265605896409609,0.088,0.114,2.09599836120477e-09,"CD8+ Cytotoxic T","SP110"
1280,"CLDND1",6.58098811609794e-14,0.546618307491979,0.078,0.06,2.15448388944814e-09,"CD8+ Cytotoxic T","CLDND1"
1281,"RAB6B",6.76320307203867e-14,2.21057155143634,0.003,0.001,2.21413742172402e-09,"CD8+ Cytotoxic T","RAB6B"
1283,"TOP1MT",7.36523492940144e-14,-0.966298492866797,0.009,0.018,2.41123061118744e-09,"CD8+ Cytotoxic T","TOP1MT"
1284,"ANKRD55",7.39117889416859e-14,-6.5859114712121,0,0.005,2.41972414637291e-09,"CD8+ Cytotoxic T","ANKRD55"
1285,"SYNM",7.40156556256286e-14,2.32178843315476,0.003,0.001,2.42312453387183e-09,"CD8+ Cytotoxic T","SYNM"
1286,"SNCA",7.56412835321584e-14,-4.48773510069434,0,0.006,2.4763443402758e-09,"CD8+ Cytotoxic T","SNCA"
1289,"R3HDM4",8.89038339192898e-14,-0.311195647457898,0.07,0.092,2.91053371484971e-09,"CD8+ Cytotoxic T","R3HDM4"
1290,"LINC00861",9.00233620610979e-14,-0.316859156479415,0.088,0.113,2.94718482715622e-09,"CD8+ Cytotoxic T","LINC00861"
1291,"PIP4K2A",9.09612166398248e-14,0.943671085546946,0.022,0.013,2.97788831035458e-09,"CD8+ Cytotoxic T","PIP4K2A"
1292,"RP11-1398P2.1",9.15573186956807e-14,-0.67027313574052,0.016,0.028,2.9974034994592e-09,"CD8+ Cytotoxic T","RP11-1398P2.1"
1293,"PAICS",9.55321432862639e-14,-0.999278907347507,0.011,0.021,3.12753130690571e-09,"CD8+ Cytotoxic T","PAICS"
1294,"PYURF",9.60024185549943e-14,0.340864986332436,0.194,0.172,3.1429271786534e-09,"CD8+ Cytotoxic T","PYURF"
1295,"SLC2A3",9.91599568536037e-14,-0.325971676633057,0.092,0.117,3.24629866747328e-09,"CD8+ Cytotoxic T","SLC2A3"
1296,"ACOT4",1.02853989038004e-13,1.38705389031594,0.008,0.003,3.36723389312616e-09,"CD8+ Cytotoxic T","ACOT4"
1297,"EEF1G",1.04106468372874e-13,-0.321895103137253,0.065,0.087,3.40823756159113e-09,"CD8+ Cytotoxic T","EEF1G"
1298,"OSBPL5",1.07401873443386e-13,1.03907838532103,0.013,0.007,3.51612253278956e-09,"CD8+ Cytotoxic T","OSBPL5"
1299,"KIAA0226L",1.11372380564318e-13,-3.93233822069838,0.001,0.006,3.64610899491464e-09,"CD8+ Cytotoxic T","KIAA0226L"
1300,"SNRPB",1.15047965749003e-13,0.261238367670096,0.298,0.277,3.76644030269086e-09,"CD8+ Cytotoxic T","SNRPB"
1301,"EPHA1",1.25861745096139e-13,-2.8682375658337,0.001,0.007,4.12046181095739e-09,"CD8+ Cytotoxic T","EPHA1"
1303,"RNU12",1.37157698843075e-13,0.64506374282797,0.036,0.024,4.4902687447246e-09,"CD8+ Cytotoxic T","RNU12"
1304,"ST6GALNAC1",1.47153091163918e-13,-2.60379753457642,0.001,0.007,4.81749789852435e-09,"CD8+ Cytotoxic T","ST6GALNAC1"
1305,"ENPP4",1.47895608271689e-13,1.19933135823439,0.01,0.004,4.84180642359857e-09,"CD8+ Cytotoxic T","ENPP4"
1306,"KRT1",1.50554405212345e-13,-2.87134431057273,0.001,0.008,4.92885011784177e-09,"CD8+ Cytotoxic T","KRT1"
1307,"ANKRD32",1.51501805382936e-13,0.924913306420399,0.025,0.016,4.95986610462656e-09,"CD8+ Cytotoxic T","ANKRD32"
1308,"NAGA",1.56649585471134e-13,-0.943903761898345,0.008,0.018,5.12839412915399e-09,"CD8+ Cytotoxic T","NAGA"
1309,"GABARAP",1.60311888722518e-13,-0.295117365406844,0.098,0.125,5.2482906129978e-09,"CD8+ Cytotoxic T","GABARAP"
1310,"STUB1",1.78657639966248e-13,0.324286264823897,0.208,0.185,5.84889381721502e-09,"CD8+ Cytotoxic T","STUB1"
1311,"MMP28",1.81393002051888e-13,-3.23909567763582,0.001,0.006,5.93844410117471e-09,"CD8+ Cytotoxic T","MMP28"
1312,"OSCAR",1.86193106010426e-13,-2.78483715857673,0.001,0.006,6.09558990456932e-09,"CD8+ Cytotoxic T","OSCAR"
1315,"SPCS3",1.97640169271316e-13,0.524897766874599,0.075,0.057,6.47034386160436e-09,"CD8+ Cytotoxic T","SPCS3"
1316,"SMARCB1",1.98676142620417e-13,-0.317560929608729,0.067,0.089,6.50425955710723e-09,"CD8+ Cytotoxic T","SMARCB1"
1317,"RELT",2.00825557780192e-13,-1.1340476146453,0.007,0.016,6.57462711060792e-09,"CD8+ Cytotoxic T","RELT"
1318,"ENPP5",2.05845358247884e-13,1.88200792093159,0.004,0.001,6.73896533831923e-09,"CD8+ Cytotoxic T","ENPP5"
1319,"POLD2",2.0835706220257e-13,-0.357507799002795,0.042,0.06,6.82119350238773e-09,"CD8+ Cytotoxic T","POLD2"
1320,"RP11-796G6.2",2.09019068152525e-13,1.25385555848406,0.011,0.005,6.84286625317737e-09,"CD8+ Cytotoxic T","RP11-796G6.2"
1321,"SPINK2",2.21087641786868e-13,-1.53936806162556,0.003,0.011,7.23796721681847e-09,"CD8+ Cytotoxic T","SPINK2"
1322,"ITGB1BP1",2.30935429826355e-13,0.444011606263163,0.133,0.112,7.56036410165521e-09,"CD8+ Cytotoxic T","ITGB1BP1"
1323,"BST1",2.54560591447636e-13,-3.60485901486327,0.001,0.006,8.3338046428127e-09,"CD8+ Cytotoxic T","BST1"
1324,"CD38",2.62515409216973e-13,-2.03485486910384,0.003,0.009,8.59422946694526e-09,"CD8+ Cytotoxic T","CD38"
1328,"RHEBL1",3.08114773838082e-13,1.19895017686204,0.012,0.006,1.00870614659111e-08,"CD8+ Cytotoxic T","RHEBL1"
1329,"ABLIM1",3.24058611973425e-13,-0.608440141709919,0.02,0.033,1.0609030838786e-08,"CD8+ Cytotoxic T","ABLIM1"
1331,"LRRC26",3.29396662911589e-13,-6.32514066247773,0,0.005,1.07837879503996e-08,"CD8+ Cytotoxic T","LRRC26"
1332,"DNASE1L3",3.31516215734145e-13,-5.05723151968339,0,0.005,1.08531778707044e-08,"CD8+ Cytotoxic T","DNASE1L3"
1333,"GABARAPL2",3.48008095041695e-13,0.280209050317446,0.256,0.236,1.1393089015475e-08,"CD8+ Cytotoxic T","GABARAPL2"
1334,"CXCR5",3.49724388991426e-13,-3.00301044700764,0.001,0.007,1.14492770468013e-08,"CD8+ Cytotoxic T","CXCR5"
1335,"MZB1",3.51064788326212e-13,-2.11857964911465,0.008,0.018,1.14931590402235e-08,"CD8+ Cytotoxic T","MZB1"
1337,"EBPL",3.90838387356268e-13,-0.341444778296768,0.057,0.077,1.27952671252695e-08,"CD8+ Cytotoxic T","EBPL"
1338,"MRPS33",3.92561878455095e-13,-0.342282407090005,0.057,0.077,1.28516907768629e-08,"CD8+ Cytotoxic T","MRPS33"
1339,"RP11-796E2.4",4.01092032848301e-13,-0.340320075141766,0.06,0.081,1.31309509713877e-08,"CD8+ Cytotoxic T","RP11-796E2.4"
1340,"NPRL2",4.03271884766703e-13,0.598521813733283,0.052,0.038,1.32023149634923e-08,"CD8+ Cytotoxic T","NPRL2"
1341,"CNST",4.15953068030058e-13,-0.736060396006668,0.014,0.025,1.3617471541168e-08,"CD8+ Cytotoxic T","CNST"
1342,"LILRA1",4.36476180919923e-13,-3.08754488329348,0.001,0.006,1.42893572109564e-08,"CD8+ Cytotoxic T","LILRA1"
1343,"KRT18",4.39994129073754e-13,-1.75322740656287,0.003,0.009,1.44045277976166e-08,"CD8+ Cytotoxic T","KRT18"
1344,"LAGE3",4.54683820604833e-13,-0.285291124710965,0.087,0.111,1.4885438918961e-08,"CD8+ Cytotoxic T","LAGE3"
1345,"LILRA4",4.65151983668475e-13,-3.89106144591645,0.001,0.006,1.52281456413385e-08,"CD8+ Cytotoxic T","LILRA4"
1346,"QRSL1",5.12806902387162e-13,-0.773752118310911,0.012,0.022,1.67882723703509e-08,"CD8+ Cytotoxic T","QRSL1"
1347,"MIEN1",5.18181951576924e-13,0.341454778411161,0.165,0.143,1.69642407307253e-08,"CD8+ Cytotoxic T","MIEN1"
1348,"NMRAL1",5.22558126591293e-13,0.561631159487304,0.054,0.039,1.71075079483458e-08,"CD8+ Cytotoxic T","NMRAL1"
1349,"CLEC7A",5.28703223201588e-13,-2.16766169742657,0.001,0.006,1.73086861211736e-08,"CD8+ Cytotoxic T","CLEC7A"
1350,"BZW2",5.37983210369252e-13,-0.480072896025803,0.028,0.043,1.76124943410686e-08,"CD8+ Cytotoxic T","BZW2"
1352,"PGAM1",5.63465637902103e-13,0.473680745263154,0.122,0.103,1.8446738053639e-08,"CD8+ Cytotoxic T","PGAM1"
1353,"NANS",5.80268204867948e-13,-0.412289830908102,0.036,0.052,1.89968204909669e-08,"CD8+ Cytotoxic T","NANS"
1356,"PDE9A",6.25122917023374e-13,-2.17314752896223,0.001,0.007,2.04652740575112e-08,"CD8+ Cytotoxic T","PDE9A"
1358,"CTD-2336O2.1",6.45605660552222e-13,-0.666982890694668,0.021,0.034,2.11358381151586e-08,"CD8+ Cytotoxic T","CTD-2336O2.1"
1359,"ZBED5-AS1",6.4686081927325e-13,-0.91456384677134,0.009,0.018,2.11769295013677e-08,"CD8+ Cytotoxic T","ZBED5-AS1"
1360,"FAM53B",6.51099970713516e-13,0.852538017097134,0.018,0.01,2.13157108412191e-08,"CD8+ Cytotoxic T","FAM53B"
1361,"CD160",6.55220481573057e-13,0.387840349037722,0.025,0.016,2.14506081257387e-08,"CD8+ Cytotoxic T","CD160"
1362,"CPPED1",6.55697327278073e-13,-0.737192809709743,0.008,0.018,2.14662191004296e-08,"CD8+ Cytotoxic T","CPPED1"
1363,"PDCL3",6.98792018930362e-13,-0.312018862168669,0.053,0.072,2.28770531157422e-08,"CD8+ Cytotoxic T","PDCL3"
1364,"BTF3L4",7.64745540327861e-13,-0.357401200383299,0.038,0.054,2.50362394992535e-08,"CD8+ Cytotoxic T","BTF3L4"
1365,"DLGAP1-AS1",7.69882198260982e-13,0.774009037582393,0.029,0.019,2.5204403406668e-08,"CD8+ Cytotoxic T","DLGAP1-AS1"
1366,"CA6",7.74722859460137e-13,-2.62669841166676,0.001,0.006,2.5362876973006e-08,"CD8+ Cytotoxic T","CA6"
1367,"CRTAM",7.93617871135699e-13,0.886342862103484,0.026,0.017,2.59814618652405e-08,"CD8+ Cytotoxic T","CRTAM"
1368,"SHMT2",8.37414334384005e-13,-0.619595762579054,0.027,0.042,2.74152704790635e-08,"CD8+ Cytotoxic T","SHMT2"
1370,"IL3RA",8.75240346515384e-13,-5.60286122751079,0,0.005,2.86536184642206e-08,"CD8+ Cytotoxic T","IL3RA"
1371,"HOOK2",9.22188978346767e-13,-0.577045605992119,0.018,0.031,3.01906227731165e-08,"CD8+ Cytotoxic T","HOOK2"
1372,"FAM110A",9.88302340691756e-13,-0.4636953704921,0.034,0.05,3.23550420295667e-08,"CD8+ Cytotoxic T","FAM110A"
1373,"ALDH3B1",1.02828030613587e-12,-2.89112694438763,0.001,0.006,3.3663840662276e-08,"CD8+ Cytotoxic T","ALDH3B1"
1374,"GALM",1.08078091052745e-12,0.709950558107745,0.038,0.027,3.53826054488478e-08,"CD8+ Cytotoxic T","GALM"
1376,"LRP1",1.08757403764659e-12,-2.55878040235603,0.002,0.008,3.56049988444739e-08,"CD8+ Cytotoxic T","LRP1"
1377,"RP11-65J3.1",1.14107149452885e-12,-4.52849357106533,0,0.005,3.73563985878855e-08,"CD8+ Cytotoxic T","RP11-65J3.1"
1378,"RGS17",1.15163744870192e-12,1.83919903064331,0.003,0.001,3.77023067956035e-08,"CD8+ Cytotoxic T","RGS17"
1379,"HCAR3",1.17072594378432e-12,-4.22336595760876,0,0.005,3.8327225947611e-08,"CD8+ Cytotoxic T","HCAR3"
1380,"MGLL",1.18877872509109e-12,-2.35350429295958,0.002,0.007,3.89182379020322e-08,"CD8+ Cytotoxic T","MGLL"
1381,"CTD-2267D19.2",1.1916634444759e-12,-3.07713768123738,0.001,0.006,3.90126778452521e-08,"CD8+ Cytotoxic T","CTD-2267D19.2"
1382,"HEMGN",1.19473045870772e-12,-2.35523634862917,0.001,0.007,3.91130857571734e-08,"CD8+ Cytotoxic T","HEMGN"
1384,"CNPY3",1.26502601412249e-12,-0.267745183230234,0.128,0.157,4.14144216503421e-08,"CD8+ Cytotoxic T","CNPY3"
1386,"IGFBP3",1.27819512683515e-12,1.79569239984453,0.005,0.002,4.18455520623291e-08,"CD8+ Cytotoxic T","IGFBP3"
1388,"LINC00402",1.38239221824031e-12,-1.42555140025068,0.005,0.012,4.52567564407512e-08,"CD8+ Cytotoxic T","LINC00402"
1389,"CTA-445C9.15",1.38334011879152e-12,1.21141861095475,0.011,0.005,4.52877888089968e-08,"CD8+ Cytotoxic T","CTA-445C9.15"
1390,"RP11-641A6.2",1.42438475369458e-12,-3.50476583027662,0.001,0.006,4.66315080664533e-08,"CD8+ Cytotoxic T","RP11-641A6.2"
1391,"SLC8B1",1.43930478574467e-12,-1.15014679863482,0.007,0.015,4.71199600757091e-08,"CD8+ Cytotoxic T","SLC8B1"
1392,"WDR54",1.47363015176477e-12,0.49771491339553,0.085,0.067,4.82437039084749e-08,"CD8+ Cytotoxic T","WDR54"
1393,"LMNA",1.49843762838473e-12,-1.22514229280721,0.007,0.016,4.90558510780593e-08,"CD8+ Cytotoxic T","LMNA"
1394,"GSTO1",1.50960407983905e-12,-0.278190929284434,0.122,0.15,4.94214183657708e-08,"CD8+ Cytotoxic T","GSTO1"
1395,"THOC3",1.52438835479265e-12,-0.573497046781479,0.024,0.037,4.99054259592019e-08,"CD8+ Cytotoxic T","THOC3"
1396,"C10orf11",1.55061770059953e-12,-4.64424915152477,0,0.005,5.07641222822275e-08,"CD8+ Cytotoxic T","C10orf11"
1397,"NEURL1",1.61189807323514e-12,-1.52514239314081,0.003,0.01,5.27703191215719e-08,"CD8+ Cytotoxic T","NEURL1"
1398,"ZNF439",1.68206936980097e-12,-1.96727475703834,0.002,0.009,5.50675870285443e-08,"CD8+ Cytotoxic T","ZNF439"
1399,"PID1",1.71533774018968e-12,-4.88748042195364,0,0.005,5.61567269383296e-08,"CD8+ Cytotoxic T","PID1"
1400,"HERPUD2",1.71853621247305e-12,0.579754832778999,0.06,0.045,5.62614385239426e-08,"CD8+ Cytotoxic T","HERPUD2"
1402,"EEPD1",1.84496703386862e-12,-1.18652601405403,0.006,0.014,6.04005307547909e-08,"CD8+ Cytotoxic T","EEPD1"
1403,"ADHFE1",1.85119647442396e-12,1.298435194718,0.01,0.004,6.06044701796917e-08,"CD8+ Cytotoxic T","ADHFE1"
1404,"FBXO2",1.8721380464971e-12,1.00103907693752,0.014,0.007,6.1290055366222e-08,"CD8+ Cytotoxic T","FBXO2"
1405,"ALDOC",1.91055632308611e-12,-0.526045197425506,0.023,0.036,6.25477929051931e-08,"CD8+ Cytotoxic T","ALDOC"
1406,"PTTG1",1.97516007932729e-12,0.821505609425514,0.028,0.018,6.46627906770168e-08,"CD8+ Cytotoxic T","PTTG1"
1407,"SYT11",2.04942429162298e-12,1.29822829184256,0.011,0.005,6.70940524591531e-08,"CD8+ Cytotoxic T","SYT11"
1408,"KEAP1",2.13167463711333e-12,0.794781332096893,0.029,0.019,6.97867642698163e-08,"CD8+ Cytotoxic T","KEAP1"
1409,"NIPAL3",2.31419821944383e-12,-0.69683353086298,0.015,0.026,7.57622213081521e-08,"CD8+ Cytotoxic T","NIPAL3"
1411,"UAP1",2.44956733442887e-12,0.742108965429372,0.028,0.018,8.01939353945324e-08,"CD8+ Cytotoxic T","UAP1"
1412,"C4orf32",2.45213172307106e-12,-1.50750423538891,0.004,0.01,8.02778883499004e-08,"CD8+ Cytotoxic T","C4orf32"
1413,"FAM175A",2.46104012727349e-12,-0.655469241734627,0.016,0.028,8.05695316866794e-08,"CD8+ Cytotoxic T","FAM175A"
1414,"GNG11",2.52350448338971e-12,-4.40814256989253,0.002,0.008,8.26144897772123e-08,"CD8+ Cytotoxic T","GNG11"
1415,"YWHAE",2.53936786926276e-12,-0.281471773823357,0.038,0.054,8.31338253039241e-08,"CD8+ Cytotoxic T","YWHAE"
1416,"SIDT2",2.55006850027905e-12,-1.33711002721379,0.005,0.012,8.34841425621356e-08,"CD8+ Cytotoxic T","SIDT2"
1417,"CARD9",2.55210667138377e-12,-2.64752355607763,0.001,0.006,8.35508682077618e-08,"CD8+ Cytotoxic T","CARD9"
1418,"HNMT",2.71169105008607e-12,-5.46434605006705,0,0.004,8.87753415977179e-08,"CD8+ Cytotoxic T","HNMT"
1419,"AKAP13",2.75105175561373e-12,0.528687203996928,0.079,0.062,9.00639323752822e-08,"CD8+ Cytotoxic T","AKAP13"
1420,"CD300A",2.7726151123631e-12,0.381535480533041,0.078,0.061,9.07698735485431e-08,"CD8+ Cytotoxic T","CD300A"
1421,"G6PD",2.8848899068028e-12,0.571105539609615,0.049,0.036,9.44455257689099e-08,"CD8+ Cytotoxic T","G6PD"
1422,"VIPR1",2.91007868347519e-12,-1.74821879784147,0.003,0.009,9.52701559396109e-08,"CD8+ Cytotoxic T","VIPR1"
1423,"SKAP1",2.93328950324094e-12,0.334496429138109,0.157,0.135,9.60300317571019e-08,"CD8+ Cytotoxic T","SKAP1"
1424,"ME1",2.97883536717924e-12,2.80260725766875,0.002,0,9.75211122507141e-08,"CD8+ Cytotoxic T","ME1"
1425,"TPTEP1",3.0074247448838e-12,-3.6310559260439,0,0.005,9.84570712980058e-08,"CD8+ Cytotoxic T","TPTEP1"
1426,"A2M-AS1",3.10085187848681e-12,1.54161254629409,0.005,0.002,1.01515688797901e-07,"CD8+ Cytotoxic T","A2M-AS1"
1427,"PPP3CC",3.11116146773457e-12,0.531703972350034,0.072,0.056,1.01853204130694e-07,"CD8+ Cytotoxic T","PPP3CC"
1428,"GLCCI1",3.52953333362925e-12,1.24809194278111,0.011,0.006,1.15549862276355e-07,"CD8+ Cytotoxic T","GLCCI1"
1429,"BCL11A",3.56622927464334e-12,-3.38876492921774,0.001,0.006,1.16751213993274e-07,"CD8+ Cytotoxic T","BCL11A"
1430,"PPP1R14C",3.61016622378866e-12,4.13414608175712,0.001,0,1.18189621834393e-07,"CD8+ Cytotoxic T","PPP1R14C"
1431,"IKZF3",3.62146709455258e-12,0.981768828746532,0.018,0.01,1.18559589741462e-07,"CD8+ Cytotoxic T","IKZF3"
1432,"CDC25B",3.68516766671454e-12,0.450009503144159,0.101,0.082,1.20645019072901e-07,"CD8+ Cytotoxic T","CDC25B"
1433,"CATSPER1",3.80214487391306e-12,-3.16524462264141,0.001,0.006,1.24474618882166e-07,"CD8+ Cytotoxic T","CATSPER1"
1435,"SPATC1L",3.90254132921833e-12,-0.480060925701204,0.026,0.039,1.2776139803595e-07,"CD8+ Cytotoxic T","SPATC1L"
1436,"CYHR1",4.36485824836662e-12,-0.480603505898051,0.029,0.043,1.42896729335026e-07,"CD8+ Cytotoxic T","CYHR1"
1437,"CAMK2N1",4.36775135793745e-12,3.05683626555939,0.002,0,1.42991443956156e-07,"CD8+ Cytotoxic T","CAMK2N1"
1438,"AHCY",4.41070084206554e-12,-0.567778500154271,0.016,0.027,1.44397524167542e-07,"CD8+ Cytotoxic T","AHCY"
1439,"HMGN3",4.63004615080686e-12,0.328189646758491,0.178,0.157,1.51578450885115e-07,"CD8+ Cytotoxic T","HMGN3"
1440,"SCML1",4.90446744867589e-12,-3.55332247033454,0.001,0.006,1.60562455334751e-07,"CD8+ Cytotoxic T","SCML1"
1441,"CTD-3184A7.4",4.9726780215889e-12,-0.370361480264733,0.046,0.063,1.62795533070777e-07,"CD8+ Cytotoxic T","CTD-3184A7.4"
1442,"ORAI1",5.19625103755486e-12,0.44789920400699,0.1,0.081,1.70114866467471e-07,"CD8+ Cytotoxic T","ORAI1"
1445,"IL6ST",5.77164357698591e-12,-1.50448581378568,0.003,0.009,1.88952067423365e-07,"CD8+ Cytotoxic T","IL6ST"
1446,"MVP",5.80081388845471e-12,-0.317676910687018,0.062,0.082,1.8990704508023e-07,"CD8+ Cytotoxic T","MVP"
1447,"TCEAL8",5.84564267981939e-12,-0.30913962332048,0.06,0.079,1.91374650051927e-07,"CD8+ Cytotoxic T","TCEAL8"
1448,"NDRG2",6.25060540055745e-12,-0.688715387983716,0.009,0.018,2.0463231960345e-07,"CD8+ Cytotoxic T","NDRG2"
1449,"SLC15A3",6.93924392162552e-12,-3.52220592813471,0.001,0.005,2.27176967506176e-07,"CD8+ Cytotoxic T","SLC15A3"
1450,"SOCS3",7.19832208437915e-12,-0.391663756762688,0.043,0.059,2.35658668398405e-07,"CD8+ Cytotoxic T","SOCS3"
1451,"NFE2",7.25673747707111e-12,-3.63199334130585,0.001,0.005,2.37571071524354e-07,"CD8+ Cytotoxic T","NFE2"
1452,"NSUN5",7.29558230823808e-12,-0.398432981328882,0.036,0.051,2.38842773607098e-07,"CD8+ Cytotoxic T","NSUN5"
1453,"PLEKHA5",7.46356692014345e-12,1.57793153734126,0.007,0.003,2.44342253831656e-07,"CD8+ Cytotoxic T","PLEKHA5"
1454,"PREX1",7.91791806163942e-12,0.647448307190676,0.032,0.022,2.59216801501951e-07,"CD8+ Cytotoxic T","PREX1"
1456,"RP11-102N12.3",8.88679467556003e-12,-3.48021035814429,0.001,0.005,2.90935884088484e-07,"CD8+ Cytotoxic T","RP11-102N12.3"
1457,"HERPUD1",9.02511722983397e-12,0.504891521769176,0.092,0.075,2.95464287870304e-07,"CD8+ Cytotoxic T","HERPUD1"
1458,"HDAC7",9.29155379341187e-12,-0.755167156370925,0.017,0.028,3.04186888088718e-07,"CD8+ Cytotoxic T","HDAC7"
1459,"ZNF365",9.37350830656198e-12,2.30133516321529,0.003,0.001,3.06869914940226e-07,"CD8+ Cytotoxic T","ZNF365"
1460,"IFNGR1",9.44939807445378e-12,0.706305916446368,0.037,0.026,3.09354394161468e-07,"CD8+ Cytotoxic T","IFNGR1"
1463,"SOX13",9.78498632724527e-12,2.47582641333599,0.003,0.001,3.20340882381356e-07,"CD8+ Cytotoxic T","SOX13"
1464,"DOK3",1.02460530222102e-11,-3.69356765892491,0,0.005,3.35435283841117e-07,"CD8+ Cytotoxic T","DOK3"
1465,"DARS",1.04303431087466e-11,-0.255285052033352,0.071,0.091,3.41468572694145e-07,"CD8+ Cytotoxic T","DARS"
1466,"ADK",1.14133365131419e-11,-0.444697417213094,0.03,0.044,3.73649810767238e-07,"CD8+ Cytotoxic T","ADK"
1467,"CREG1",1.2191698596554e-11,-0.661191292963098,0.012,0.022,3.99131828653984e-07,"CD8+ Cytotoxic T","CREG1"
1469,"BACH2",1.36304401787467e-11,-1.38641501957008,0.005,0.013,4.46233350571808e-07,"CD8+ Cytotoxic T","BACH2"
1470,"PLLP",1.37933621328276e-11,-3.74190409238047,0.001,0.005,4.51567089504508e-07,"CD8+ Cytotoxic T","PLLP"
1471,"KRT2",1.39517156540319e-11,-1.9615948675245,0.002,0.008,4.56751267081697e-07,"CD8+ Cytotoxic T","KRT2"
1472,"PARVB",1.42298999593327e-11,-0.938695316344772,0.018,0.029,4.65858464868634e-07,"CD8+ Cytotoxic T","PARVB"
1473,"PPP1R15A",1.45030260876347e-11,0.331493623179256,0.164,0.144,4.74800068056985e-07,"CD8+ Cytotoxic T","PPP1R15A"
1474,"ACSS2",1.46682209856584e-11,-2.10060506916777,0.002,0.007,4.80208218628484e-07,"CD8+ Cytotoxic T","ACSS2"
1475,"IFI27L2",1.48326341339345e-11,0.361206621713138,0.083,0.066,4.85590776276747e-07,"CD8+ Cytotoxic T","IFI27L2"
1476,"MARCKS",1.52690186797935e-11,-3.67660495395096,0,0.005,4.9987713353908e-07,"CD8+ Cytotoxic T","MARCKS"
1477,"AP001055.6",1.53289271293234e-11,-1.48143298637706,0.003,0.01,5.01838416359789e-07,"CD8+ Cytotoxic T","AP001055.6"
