"X.1","X","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
20795,"LEPROTL1.6",3.24045839053727e-87,-1.10470046506549,0.081,0.189,1.06086126789409e-82,"CD56+ NK","LEPROTL1"
20796,"HLA-DRB5.6",7.07524642130248e-87,-1.88655060892735,0.093,0.192,2.31629417340601e-82,"CD56+ NK","HLA-DRB5"
20797,"MYBL1.6",2.38231640589728e-86,1.9472788272787,0.055,0.017,7.79922744962652e-82,"CD56+ NK","MYBL1"
20798,"ERBB2.6",7.01241022349727e-86,3.59309741797594,0.015,0.001,2.29572285896854e-81,"CD56+ NK","ERBB2"
20799,"CFLAR.6",1.20887734336394e-85,1.12655922303234,0.174,0.098,3.95762264670488e-81,"CD56+ NK","CFLAR"
20800,"RP11-369E15.3.6",1.76732170453834e-85,3.84514995091726,0.013,0.001,5.78585779631762e-81,"CD56+ NK","RP11-369E15.3"
20801,"PASK.6",8.93175215009555e-85,-3.7214194090805,0.007,0.074,2.92407701889828e-80,"CD56+ NK","PASK"
20802,"MPST.6",1.17282293852196e-84,1.66973708496111,0.072,0.027,3.83958773613319e-80,"CD56+ NK","MPST"
20803,"CARD16.6",1.72452586728887e-84,1.10094443626692,0.197,0.118,5.64575278433029e-80,"CD56+ NK","CARD16"
20804,"TIGIT.6",2.85347593433418e-84,1.44771570295196,0.08,0.031,9.34170951382325e-80,"CD56+ NK","TIGIT"
20805,"MIEN1.6",1.05188154231316e-83,1.01879136649413,0.222,0.14,3.44364979322483e-79,"CD56+ NK","MIEN1"
20806,"RASSF4.6",5.9230522238256e-83,2.45561763008921,0.033,0.008,1.93908883703602e-78,"CD56+ NK","RASSF4"
20807,"EMP3.6",6.52216379029783e-83,0.462313619607729,0.612,0.55,2.1352259816677e-78,"CD56+ NK","EMP3"
20808,"PDE6G.6",6.83884629025406e-83,3.36802517288486,0.022,0.003,2.23890149850337e-78,"CD56+ NK","PDE6G"
20809,"BTG1.6",1.57362367799162e-82,-0.315569062514732,0.715,0.829,5.15172919700895e-78,"CD56+ NK","BTG1"
20810,"ERP29.6",3.02675134224042e-82,-0.478428252578836,0.324,0.489,9.90897854422668e-78,"CD56+ NK","ERP29"
20811,"DAB2.6",4.0312751461822e-82,2.92619690947623,0.018,0.002,1.31975885735713e-77,"CD56+ NK","DAB2"
20812,"CARHSP1.6",4.11609169121644e-82,1.25256946320258,0.162,0.091,1.34752609787044e-77,"CD56+ NK","CARHSP1"
20813,"CMKLR1.6",4.62902765151972e-82,3.02552885670497,0.019,0.003,1.51545107255453e-77,"CD56+ NK","CMKLR1"
20814,"CAPN12.6",4.76314998331273e-82,2.30896059805511,0.04,0.011,1.55936004153692e-77,"CD56+ NK","CAPN12"
20815,"TRABD2A.6",9.95085413848288e-82,-3.14948896454268,0.009,0.075,3.25771062785652e-77,"CD56+ NK","TRABD2A"
20816,"CMTM7.6",4.89868808140674e-81,-1.36119640724193,0.053,0.145,1.60373250409094e-76,"CD56+ NK","CMTM7"
20817,"ITGAL.6",6.03728953839415e-81,1.49155347631408,0.092,0.04,1.97648784907948e-76,"CD56+ NK","ITGAL"
20818,"GPR114.6",2.64641406245318e-80,2.55323361517195,0.029,0.006,8.66383035765923e-76,"CD56+ NK","GPR114"
20819,"SERPINB6.6",3.05064986979756e-80,1.271342955478,0.127,0.064,9.98721754374324e-76,"CD56+ NK","SERPINB6"
20820,"ANP32B.6",4.67293842937453e-80,-0.612748144004898,0.188,0.322,1.52982658300863e-75,"CD56+ NK","ANP32B"
20821,"CTNNBIP1.6",5.20525991201328e-80,1.82310760775163,0.064,0.023,1.70409798999491e-75,"CD56+ NK","CTNNBIP1"
20822,"RP3-467K16.4.6",1.48697739673953e-79,4.49607935878433,0.01,0,4.86806660144588e-75,"CD56+ NK","RP3-467K16.4"
20823,"ZNF600.6",1.79729040173379e-79,2.38084784796172,0.032,0.007,5.88396931719609e-75,"CD56+ NK","ZNF600"
20824,"S100A9.6",4.36743174029908e-79,-4.71186088756052,0.011,0.077,1.42980980313911e-74,"CD56+ NK","S100A9"
20825,"ACTN4.6",6.00820895496155e-79,1.63117688407022,0.072,0.028,1.96696744767531e-74,"CD56+ NK","ACTN4"
20826,"STOM.6",6.2126502797747e-79,1.71193546533969,0.078,0.031,2.03389744859264e-74,"CD56+ NK","STOM"
20827,"RNF165.6",1.39693190698095e-78,5.11980924646498,0.008,0,4.57327567707422e-74,"CD56+ NK","RNF165"
20828,"TSEN54.6",2.53000218058277e-78,1.42724215406621,0.111,0.053,8.28272113879188e-74,"CD56+ NK","TSEN54"
20829,"NDUFB2.6",3.37513059938743e-78,0.810931591794225,0.317,0.234,1.10495025562746e-73,"CD56+ NK","NDUFB2"
20830,"COX7C.6",5.67188581703334e-78,-0.479785854665679,0.329,0.49,1.85686197878038e-73,"CD56+ NK","COX7C"
20831,"PRR5.6",5.92799207873017e-78,1.45411391076001,0.105,0.049,1.94070604673468e-73,"CD56+ NK","PRR5"
20832,"LDLRAP1.6",1.25308851452137e-77,-1.59131625989918,0.033,0.112,4.10236117884006e-73,"CD56+ NK","LDLRAP1"
20833,"DRAP1.6",2.17896095303196e-77,0.64569167662487,0.403,0.322,7.13348236803602e-73,"CD56+ NK","DRAP1"
20834,"UCP2.6",7.59505946902204e-77,0.667794886817907,0.419,0.342,2.48647056896843e-72,"CD56+ NK","UCP2"
20835,"HES6.6",1.53813547382563e-76,2.74202594988774,0.023,0.004,5.03554791421036e-72,"CD56+ NK","HES6"
20836,"TSPAN32.6",2.83031102574846e-76,1.37305002883234,0.107,0.051,9.2658722360953e-72,"CD56+ NK","TSPAN32"
20837,"FLNA.6",7.68987058689879e-76,0.949289573066302,0.215,0.135,2.51750983273893e-71,"CD56+ NK","FLNA"
20838,"SMDT1.6",1.62072003663027e-75,-0.590591649312993,0.217,0.355,5.30591325592017e-71,"CD56+ NK","SMDT1"
20839,"ST13.6",4.12517749470855e-75,-0.598807624613866,0.19,0.322,1.35050060821768e-70,"CD56+ NK","ST13"
20840,"TGFBR3.6",4.32721019860731e-75,2.66723113725506,0.025,0.005,1.41664207482006e-70,"CD56+ NK","TGFBR3"
20841,"CCNI.6",4.49571706919856e-75,-0.483464015696366,0.249,0.395,1.47180785411422e-70,"CD56+ NK","CCNI"
20842,"DNPH1.6",5.38255239847256e-75,-1.9598428878179,0.023,0.094,1.76214000421195e-70,"CD56+ NK","DNPH1"
20843,"HLA-DQA2.6",5.47491031386679e-75,-2.46733062058277,0.025,0.097,1.79237613855371e-70,"CD56+ NK","HLA-DQA2"
20844,"RPS24.6",5.81681987077122e-75,-0.286732674819469,0.786,0.88,1.90431048929308e-70,"CD56+ NK","RPS24"
20845,"CFP.6",6.67457162245496e-75,-4.82689481088385,0.003,0.059,2.1851212577593e-70,"CD56+ NK","CFP"
20846,"POLR2L.6",7.06284237252298e-75,0.802433419992842,0.302,0.22,2.31223333591657e-70,"CD56+ NK","POLR2L"
20847,"HMOX2.6",1.53247039819911e-74,0.967783783515345,0.239,0.16,5.01700158962423e-70,"CD56+ NK","HMOX2"
20848,"CCNJL.6",3.45396233863716e-74,6.29404689928439,0.006,0,1.13075819042303e-69,"CD56+ NK","CCNJL"
20849,"CD164.6",9.46340825665367e-74,1.05844567061237,0.203,0.128,3.09813059506328e-69,"CD56+ NK","CD164"
20850,"RP11-291B21.2.6",2.21203448065149e-73,-3.17087209458434,0.009,0.069,7.24175848275684e-69,"CD56+ NK","RP11-291B21.2"
20851,"FAM118A.6",2.63575210641713e-73,-1.47647406297474,0.038,0.116,8.62892524598839e-69,"CD56+ NK","FAM118A"
20852,"ARPC3.6",2.74316025251507e-73,0.405319334679404,0.628,0.573,8.98055803468383e-69,"CD56+ NK","ARPC3"
20853,"SELM.6",2.79163341602017e-73,-1.09266667587859,0.053,0.139,9.13924947736683e-69,"CD56+ NK","SELM"
20854,"RP11-18H21.1.6",2.95569532612089e-73,-2.49025123580644,0.013,0.077,9.67635535865458e-69,"CD56+ NK","RP11-18H21.1"
20855,"PRDX5.6",6.62844745796614e-73,0.817374617777264,0.305,0.226,2.17002112878896e-68,"CD56+ NK","PRDX5"
20856,"GUK1.6",7.18474453281585e-73,0.603393987146181,0.447,0.377,2.35214166515325e-68,"CD56+ NK","GUK1"
20857,"MANF.6",1.07536317831092e-72,1.12209598327032,0.168,0.098,3.52052397315429e-68,"CD56+ NK","MANF"
20858,"SIRPG.6",3.59086147229481e-72,-3.26298730424905,0.009,0.069,1.17557622879988e-67,"CD56+ NK","SIRPG"
20859,"BATF.6",4.49973640871002e-72,1.22483536019779,0.124,0.064,1.47312370548349e-67,"CD56+ NK","BATF"
20860,"STMN3.6",8.33480068436294e-72,-1.91980950410864,0.021,0.089,2.72864704804674e-67,"CD56+ NK","STMN3"
20861,"PEBP1.6",1.12816318599482e-71,-0.5668216128999,0.206,0.337,3.69338063830984e-67,"CD56+ NK","PEBP1"
20862,"RHOH.6",1.1744763531431e-71,-0.995942179712698,0.084,0.18,3.84500068491989e-67,"CD56+ NK","RHOH"
20863,"NEIL1.6",1.8087942109622e-71,2.42038487410632,0.03,0.007,5.92163048784805e-67,"CD56+ NK","NEIL1"
20864,"HLA-DQB1.6",2.19707048895242e-71,-1.69000674408014,0.052,0.132,7.19276936673243e-67,"CD56+ NK","HLA-DQB1"
20865,"MIR181A2HG.6",2.59758152554037e-71,4.4822347563197,0.009,0.001,8.50396239831406e-67,"CD56+ NK","MIR181A2HG"
20866,"C1orf228.6",1.44735087384938e-70,-3.47966435871659,0.006,0.063,4.7383372908081e-66,"CD56+ NK","C1orf228"
20867,"SMKR1.6",1.58092709564153e-70,2.01313680636307,0.04,0.012,5.17563912571123e-66,"CD56+ NK","SMKR1"
20868,"ALKBH7.6",2.26905745935613e-70,-0.810931100986103,0.105,0.208,7.42844031044011e-66,"CD56+ NK","ALKBH7"
20869,"PRKCQ-AS1.6",3.59037181044501e-70,-1.04370855054524,0.075,0.165,1.17541592330349e-65,"CD56+ NK","PRKCQ-AS1"
20870,"GCHFR.6",4.45099749109031e-70,1.33089221453158,0.134,0.073,1.45716755863315e-65,"CD56+ NK","GCHFR"
20871,"CD40LG.6",5.2057201744691e-70,-3.47957485302152,0.007,0.064,1.70424867071769e-65,"CD56+ NK","CD40LG"
20872,"SPI1.6",5.5804710711421e-70,-4.29430635833535,0.004,0.058,1.8269346192705e-65,"CD56+ NK","SPI1"
20873,"TXK.6",5.74579237674747e-70,1.58479069490561,0.079,0.034,1.88105750829959e-65,"CD56+ NK","TXK"
20874,"CTSH.6",1.23407413003465e-69,-3.18593857010333,0.006,0.062,4.04011188690744e-65,"CD56+ NK","CTSH"
20875,"NPRL2.6",1.29335235043217e-69,1.55001137817183,0.083,0.037,4.23417692484482e-65,"CD56+ NK","NPRL2"
20876,"PKM.6",1.44280553564079e-69,-0.66015164883032,0.176,0.298,4.72345676258081e-65,"CD56+ NK","PKM"
20877,"LYZ.6",2.15981844907931e-69,-4.34970166411208,0.013,0.073,7.07081363859585e-65,"CD56+ NK","LYZ"
20878,"MVD.6",2.59119480562939e-68,1.669195586181,0.066,0.026,8.48305355466949e-64,"CD56+ NK","MVD"
20879,"CHCHD2.6",5.52252392200284e-68,0.415692143781521,0.599,0.559,1.80796388158529e-63,"CD56+ NK","CHCHD2"
20880,"RAB9A.6",6.98209720178059e-68,1.57087750549626,0.08,0.035,2.28579898191893e-63,"CD56+ NK","RAB9A"
20881,"KCTD10.6",2.01959633639542e-67,2.70460573829087,0.025,0.005,6.61175448609133e-63,"CD56+ NK","KCTD10"
20882,"CMPK1.6",2.02684459028898e-67,-0.724927537011928,0.121,0.226,6.63548381968806e-63,"CD56+ NK","CMPK1"
20883,"IFNG.6",4.52219965377472e-67,2.29053401460758,0.027,0.006,1.48047772265277e-62,"CD56+ NK","IFNG"
20884,"SELT.6",5.20161866424243e-67,1.05684320354434,0.19,0.12,1.70290591829969e-62,"CD56+ NK","SELT"
20885,"CD4.6",6.59547460167644e-67,-4.23685789942614,0.003,0.055,2.15922647509683e-62,"CD56+ NK","CD4"
20886,"RHOA.6",5.4207947182842e-66,0.701280860326908,0.359,0.287,1.77465977487188e-61,"CD56+ NK","RHOA"
20887,"CAMK4.6",1.0853884776067e-65,-2.74262508039168,0.01,0.066,3.55334479798881e-61,"CD56+ NK","CAMK4"
20888,"ZEB2.6",2.53359259554648e-65,1.96929286863429,0.041,0.013,8.29447543930005e-61,"CD56+ NK","ZEB2"
20889,"HLA-DMA.6",3.08604959578405e-65,-2.12698856849173,0.027,0.093,1.01031091666778e-60,"CD56+ NK","HLA-DMA"
20890,"ISG20.6",1.04952138164418e-64,-0.521114030019521,0.245,0.375,3.4359230992267e-60,"CD56+ NK","ISG20"
20891,"TMEM14C.6",1.20398831724107e-64,-1.7060504996765,0.024,0.088,3.94161695298382e-60,"CD56+ NK","TMEM14C"
20892,"NBEAL1.6",3.44662286774776e-64,-0.556366472486607,0.191,0.312,1.12835539444326e-59,"CD56+ NK","NBEAL1"
20893,"CD6.6",5.67583139840805e-64,-1.13097903527489,0.049,0.126,1.85815368321083e-59,"CD56+ NK","CD6"
20894,"PBXIP1.6",8.54834129863847e-64,-1.11804270410767,0.051,0.129,2.79855597434826e-59,"CD56+ NK","PBXIP1"
20895,"SDF4.6",9.31896838527694e-64,1.07774862437959,0.157,0.094,3.05084386997196e-59,"CD56+ NK","SDF4"
20896,"LDB2.6",9.83055939158014e-64,5.22373786261826,0.006,0,3.21832853361551e-59,"CD56+ NK","LDB2"
20897,"CRIP2.6",1.19625550224884e-63,-2.54391252182632,0.012,0.069,3.91630126326224e-59,"CD56+ NK","CRIP2"
20898,"SOCS3.6",1.33709349153896e-63,-2.94838072662296,0.008,0.061,4.37737667260023e-59,"CD56+ NK","SOCS3"
20899,"IQGAP2.6",2.99013536492789e-63,1.45964040425514,0.094,0.045,9.78910515770091e-59,"CD56+ NK","IQGAP2"
20900,"PRELID1.6",4.48985734311836e-63,0.658261427594764,0.342,0.267,1.46988949699009e-58,"CD56+ NK","PRELID1"
20901,"PYROXD2.6",5.37449006192403e-63,2.24357260984463,0.028,0.007,1.75950055647269e-58,"CD56+ NK","PYROXD2"
20902,"EPHX2.6",9.61775705677322e-63,-3.09782250195132,0.008,0.06,3.14866130524642e-58,"CD56+ NK","EPHX2"
20903,"ANXA5.6",1.26199327859718e-62,-0.882410045644475,0.08,0.167,4.13151359547145e-58,"CD56+ NK","ANXA5"
20904,"LINGO2.6",2.80778977741553e-62,6.41694591519829,0.005,0,9.19214217330296e-58,"CD56+ NK","LINGO2"
20905,"TRAPPC1.6",3.29923749576481e-62,0.651010073139989,0.379,0.314,1.08010437136348e-57,"CD56+ NK","TRAPPC1"
20906,"ITM2C.6",4.4170956604426e-62,-3.34723353027358,0.006,0.056,1.4460687773157e-57,"CD56+ NK","ITM2C"
20907,"FCN1.6",5.92718922968259e-62,-5.43005106444033,0.003,0.051,1.94044321001349e-57,"CD56+ NK","FCN1"
20908,"RPL39.6",2.67908670240461e-61,-0.963700726608186,0.073,0.157,8.7707940463322e-57,"CD56+ NK","RPL39"
20909,"IDI1.6",2.95373132454693e-61,1.36621762405977,0.096,0.048,9.66992561030174e-57,"CD56+ NK","IDI1"
20910,"HNRNPA2B1.6",3.15508194717483e-61,0.493792171194926,0.553,0.513,1.0329107278661e-56,"CD56+ NK","HNRNPA2B1"
20911,"CYB5B.6",3.73062876085268e-61,1.30057839561186,0.116,0.063,1.22133324372795e-56,"CD56+ NK","CYB5B"
20912,"ACTN1.6",5.64346896429131e-61,-3.83949637079534,0.004,0.052,1.84755886952969e-56,"CD56+ NK","ACTN1"
20913,"RP11-308N19.1.6",7.58409758919096e-61,5.13575842439508,0.006,0,2.48288186874934e-56,"CD56+ NK","RP11-308N19.1"
20914,"CTA-445C9.15.6",1.36616943767986e-60,2.44077141929308,0.023,0.005,4.47256550507631e-56,"CD56+ NK","CTA-445C9.15"
20915,"ARVCF.6",2.28687610720268e-60,3.926183527484,0.009,0.001,7.48677499976014e-56,"CD56+ NK","ARVCF"
20916,"LY86.6",4.95346100780155e-60,-4.4329155505112,0.002,0.048,1.62166406473407e-55,"CD56+ NK","LY86"
20917,"TBCB.6",5.1239812123573e-60,0.843007861468488,0.271,0.201,1.67748896930153e-55,"CD56+ NK","TBCB"
20918,"KLRG1.6",9.53944848995479e-60,0.975413001561892,0.15,0.088,3.1230246466414e-55,"CD56+ NK","KLRG1"
20919,"USP28.6",1.25810477398118e-59,2.2632235797717,0.031,0.009,4.11878340905958e-55,"CD56+ NK","USP28"
20920,"TMED9.6",1.37760244888878e-59,0.77015458734708,0.276,0.205,4.5099948971721e-55,"CD56+ NK","TMED9"
20921,"TM6SF1.6",1.66633081315843e-59,3.79938943079404,0.013,0.002,5.45523381611805e-55,"CD56+ NK","TM6SF1"
20922,"ASL.6",1.97382032669058e-59,1.79395695830024,0.054,0.021,6.46189298551961e-55,"CD56+ NK","ASL"
20923,"RRAS2.6",2.21437501688302e-59,1.80671846616912,0.047,0.017,7.24942093027165e-55,"CD56+ NK","RRAS2"
20924,"CFD.6",3.10601836734108e-59,-4.93019135416337,0.003,0.049,1.01684829310012e-54,"CD56+ NK","CFD"
20925,"PLEKHG3.6",5.05592353669873e-59,2.13678584886983,0.032,0.009,1.65520824744443e-54,"CD56+ NK","PLEKHG3"
20926,"PRMT2.6",5.2442618062925e-59,0.779586803766417,0.282,0.211,1.71686643014404e-54,"CD56+ NK","PRMT2"
20927,"SRSF5.6",7.19752712501394e-59,-0.380290174478734,0.401,0.545,2.35632643018706e-54,"CD56+ NK","SRSF5"
20928,"SUN2.6",1.31806581422252e-58,0.768757851177537,0.27,0.199,4.31508386260167e-54,"CD56+ NK","SUN2"
20929,"MSN.6",1.47738575465448e-58,1.02292761573746,0.186,0.122,4.83666548358785e-54,"CD56+ NK","MSN"
20930,"NAALADL1.6",1.62788383370706e-58,1.69245584356726,0.056,0.022,5.32936609479019e-54,"CD56+ NK","NAALADL1"
20931,"TPM4.6",1.63489042951236e-58,1.08624312256304,0.114,0.062,5.35230428813756e-54,"CD56+ NK","TPM4"
20932,"CAPG.6",2.14270423740542e-58,-2.00969705369683,0.018,0.073,7.01478513241785e-54,"CD56+ NK","CAPG"
20933,"SERP1.6",2.88093328579876e-58,-0.48396490961326,0.241,0.366,9.43159939104797e-54,"CD56+ NK","SERP1"
20934,"LLGL2.6",3.12330796314946e-58,2.16618134834757,0.029,0.007,1.02250856097587e-53,"CD56+ NK","LLGL2"
20935,"LGALS3.6",1.53482162457136e-57,-2.06394034050811,0.02,0.076,5.02469903452173e-53,"CD56+ NK","LGALS3"
20936,"DNAJB1.6",1.5578595360206e-57,-0.917224122061448,0.07,0.15,5.10012054902422e-53,"CD56+ NK","DNAJB1"
20937,"ZFP36L2.6",1.61490598781364e-57,-0.45616899452252,0.283,0.412,5.28687922290429e-53,"CD56+ NK","ZFP36L2"
20938,"LMO4.6",3.20701903229613e-57,1.59342229518483,0.063,0.026,1.04991389079311e-52,"CD56+ NK","LMO4"
20939,"S100A6.6",6.11148278141502e-57,-0.424067118421814,0.518,0.661,2.00077723297965e-52,"CD56+ NK","S100A6"
20940,"GPX4.6",1.0896349369942e-56,-0.436257874462506,0.26,0.389,3.56724685673162e-52,"CD56+ NK","GPX4"
20941,"TYMP.6",1.39974844493467e-56,-2.20407765760592,0.029,0.088,4.58249645902711e-52,"CD56+ NK","TYMP"
20942,"TNFSF14.6",2.05354085702715e-56,1.97636223835824,0.036,0.011,6.72288205773547e-52,"CD56+ NK","TNFSF14"
20943,"HOXA10.6",2.72390731179283e-56,3.65373954273977,0.009,0.001,8.91752775734737e-52,"CD56+ NK","HOXA10"
20945,"GAPDH.6",4.55758234278585e-56,0.301055069701502,0.729,0.701,1.49206130738123e-51,"CD56+ NK","GAPDH"
20946,"LCP1.6",5.46831358149607e-56,0.884766451527985,0.224,0.157,1.79021650031018e-51,"CD56+ NK","LCP1"
20947,"SPTSSB.6",6.23492812253033e-56,2.7649997885471,0.017,0.003,2.04119076875398e-51,"CD56+ NK","SPTSSB"
20948,"TBKBP1.6",7.30208221085238e-56,2.98728037838055,0.014,0.002,2.39055567418885e-51,"CD56+ NK","TBKBP1"
20949,"FYB.6",8.33652772587453e-56,-0.686873034510656,0.118,0.21,2.7292124468968e-51,"CD56+ NK","FYB"
20950,"C4orf48.6",8.46845030817352e-56,-1.63132648857794,0.027,0.086,2.77240126188985e-51,"CD56+ NK","C4orf48"
20951,"CDKN2D.6",1.77516089307758e-55,0.90200704150149,0.182,0.119,5.81152173175739e-51,"CD56+ NK","CDKN2D"
20952,"TSPAN4.6",2.03094171457357e-55,1.98784515441912,0.032,0.009,6.64889698517094e-51,"CD56+ NK","TSPAN4"
20953,"C14orf64.6",2.33666735308938e-55,-3.38969910432921,0.006,0.051,7.64978158054403e-51,"CD56+ NK","C14orf64"
20954,"RP4-728D4.2.6",2.74776682277175e-55,1.6566698314708,0.049,0.019,8.99563902439014e-51,"CD56+ NK","RP4-728D4.2"
20955,"PAM.6",3.79623520481434e-55,2.44316465919258,0.022,0.005,1.24281148135212e-50,"CD56+ NK","PAM"
20956,"NDFIP1.6",4.53679942438319e-55,-0.555957793884222,0.136,0.235,1.48525739555457e-50,"CD56+ NK","NDFIP1"
20958,"RIC3.6",8.29494701475283e-55,-3.07824399959751,0.007,0.052,2.71559975368978e-50,"CD56+ NK","RIC3"
20959,"BAALC.6",8.54276165879531e-55,4.91830450929792,0.006,0,2.79672931185641e-50,"CD56+ NK","BAALC"
20960,"SIRT2.6",8.71184523330873e-55,1.35599539812002,0.09,0.046,2.85208389248061e-50,"CD56+ NK","SIRT2"
20961,"ANXA6.6",2.57255527992368e-54,0.824216344293569,0.254,0.188,8.42203147541415e-50,"CD56+ NK","ANXA6"
20962,"NDUFB7.6",2.65863370096974e-54,0.760078462130502,0.246,0.178,8.70383501023474e-50,"CD56+ NK","NDUFB7"
20963,"PXN.6",4.41994442361845e-54,1.42211214687159,0.072,0.033,1.44700140540421e-49,"CD56+ NK","PXN"
20964,"NCALD.6",4.97884357473854e-54,2.19124767223861,0.028,0.008,1.6299738094979e-49,"CD56+ NK","NCALD"
20965,"CD82.6",7.37300555897276e-54,-2.6328194140425,0.008,0.054,2.4137745598965e-49,"CD56+ NK","CD82"
20966,"HLA-DPB1.6",8.53054949220638e-54,-1.65335254346633,0.153,0.231,2.79273129275853e-49,"CD56+ NK","HLA-DPB1"
20967,"ADAMTS1.6",1.42269749272433e-53,4.67683371632177,0.006,0,4.65762705168091e-49,"CD56+ NK","ADAMTS1"
20968,"PCDH1.6",1.44279510911167e-53,4.69581896407658,0.006,0,4.7234226282098e-49,"CD56+ NK","PCDH1"
20969,"PPP1R2.6",2.31668211849121e-53,-0.733633457522302,0.08,0.16,7.58435391951652e-49,"CD56+ NK","PPP1R2"
20970,"EOMES.6",3.15393986480891e-53,1.95047137966188,0.03,0.009,1.03253683294114e-48,"CD56+ NK","EOMES"
20971,"BIRC3.6",6.21012971519181e-53,-2.24748234809498,0.01,0.057,2.0330722661595e-48,"CD56+ NK","BIRC3"
20972,"SLC15A4.6",6.31640158655564e-53,2.52358457164838,0.019,0.004,2.06786355140658e-48,"CD56+ NK","SLC15A4"
20973,"HMGN3.6",8.72435106886973e-53,0.851052556672484,0.22,0.155,2.85617805292657e-48,"CD56+ NK","HMGN3"
20975,"COMMD6.6",2.38727053540228e-52,-0.372823420948234,0.366,0.503,7.8154462788e-48,"CD56+ NK","COMMD6"
20976,"KANK3.6",4.92233966668002e-52,2.67144556208379,0.017,0.003,1.6114755600777e-47,"CD56+ NK","KANK3"
20977,"EIF3D.6",8.37354072208087e-52,-0.433870363053579,0.206,0.32,2.74132976159483e-47,"CD56+ NK","EIF3D"
20978,"PTGER2.6",9.96222433465927e-52,1.00164890673255,0.132,0.078,3.26143300268075e-47,"CD56+ NK","PTGER2"
20979,"SRPK2.6",2.96333803724596e-51,1.16484676336814,0.111,0.062,9.70137606633582e-47,"CD56+ NK","SRPK2"
20980,"RALY.6",3.33003638175402e-51,0.807815125179604,0.231,0.167,1.09018731065863e-46,"CD56+ NK","RALY"
20981,"APOBEC3C.6",5.19930520232373e-51,1.45540251169431,0.071,0.034,1.70214853713674e-46,"CD56+ NK","APOBEC3C"
20982,"SYTL1.6",5.4868134272478e-51,0.951347242630843,0.194,0.133,1.79627297981239e-46,"CD56+ NK","SYTL1"
20983,"MZT2A.6",6.69723346895539e-51,-0.549995393536482,0.136,0.23,2.19254029306661e-46,"CD56+ NK","MZT2A"
20984,"BNC2.6",1.85189502555221e-50,6.7085563559649,0.004,0,6.06273393465282e-46,"CD56+ NK","BNC2"
20985,"GPR183.6",2.0814239546292e-50,-2.34114992560311,0.012,0.058,6.81416574266507e-46,"CD56+ NK","GPR183"
20986,"CD5.6",2.76844955817895e-50,-1.57251658438936,0.02,0.072,9.06335016356623e-46,"CD56+ NK","CD5"
20987,"PDIA6.6",3.914761882393e-50,0.92775935704032,0.194,0.133,1.28161474505782e-45,"CD56+ NK","PDIA6"
20988,"SLC27A3.6",5.00042536493782e-50,1.84359856295995,0.041,0.015,1.63703925597334e-45,"CD56+ NK","SLC27A3"
20989,"PTPN18.6",1.70972668166216e-49,1.17714446313367,0.101,0.056,5.59730321042557e-45,"CD56+ NK","PTPN18"
20990,"RP11-63P12.6.6",2.05623231713362e-49,2.90902416473268,0.016,0.003,6.73169335983206e-45,"CD56+ NK","RP11-63P12.6"
20991,"GYG1.6",2.55227583940877e-49,1.21999383464271,0.095,0.051,8.35564064305642e-45,"CD56+ NK","GYG1"
20992,"CAP1.6",3.88765230370635e-49,0.687801659564384,0.329,0.272,1.27273961118739e-44,"CD56+ NK","CAP1"
20993,"UXT.6",5.02640034261684e-49,-0.435358778715194,0.229,0.342,1.6455429441659e-44,"CD56+ NK","UXT"
20994,"RNF125.6",5.86939699171113e-49,1.23716710347187,0.093,0.05,1.92152318714639e-44,"CD56+ NK","RNF125"
20995,"TRADD.6",7.04291426744123e-49,-0.741816535178403,0.094,0.172,2.30570927287491e-44,"CD56+ NK","TRADD"
20996,"HLA-DPA1.6",7.95043489080792e-49,-1.77264007147298,0.12,0.191,2.6028133745527e-44,"CD56+ NK","HLA-DPA1"
20997,"CPA5.6",8.65771538340947e-49,-4.01018995926867,0.003,0.041,2.83436286222059e-44,"CD56+ NK","CPA5"
20998,"OCIAD2.6",9.92995838681833e-49,-0.578501532296765,0.122,0.209,3.25086977667658e-44,"CD56+ NK","OCIAD2"
21000,"VAV3.6",2.28094509278121e-48,2.13465349432441,0.024,0.006,7.46735804474714e-44,"CD56+ NK","VAV3"
21001,"NT5C.6",2.46257236746091e-48,0.985460579650026,0.15,0.095,8.06196941659352e-44,"CD56+ NK","NT5C"
21002,"LYL1.6",2.74654946895147e-48,-3.78712023143501,0.003,0.041,8.99165365145331e-44,"CD56+ NK","LYL1"
21003,"PPIA.6",2.78244162541858e-48,0.395655078795508,0.56,0.529,9.10915739329535e-44,"CD56+ NK","PPIA"
21004,"P4HB.6",2.98857269021638e-48,0.854066578568403,0.211,0.151,9.7839892732304e-44,"CD56+ NK","P4HB"
21005,"PRDX2.6",3.9785808044706e-48,-0.413604037968836,0.18,0.283,1.30250778376759e-43,"CD56+ NK","PRDX2"
21006,"LMAN2.6",4.08618817184594e-48,0.768219251806739,0.259,0.198,1.33773628369892e-43,"CD56+ NK","LMAN2"
21007,"TCL1A.6",4.89123740411739e-48,-5.24746930358327,0.003,0.041,1.60129330135995e-43,"CD56+ NK","TCL1A"
21008,"SLC2A3.6",5.76271671810067e-48,-0.94055923133357,0.054,0.119,1.8865981991718e-43,"CD56+ NK","SLC2A3"
